採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,採樣日期_clean, 差異天數 ,採樣年,採樣月,採樣日,測站編號,經度(TWD97),緯度(TWD97),上下游_新竹,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
保力溪流域,保力溪,屏東縣,臨海橋,－,2015/4/2 下午 12:00:00,2015/4/2, 29 ,2015,4,2,1220,120.712061,22.057771,,1.5,31.2,27.9,8.4,22300,,6.9,96.9,4.1,13.8,18.6,50,0.04,7620,,,,,,,,,,,,,,,,,,,
保力溪流域,保力溪,屏東縣,臨海橋,－,2015/9/3 下午 03:40:00,2015/9/3, 29 ,2015,9,3,1220,120.712061,22.057771,,4.5,30.5,30.7,7.9,9370,,4.5,66.1,1.2,16.6,302,7800,0.36,2820,0.27,,0.69,,0.001,0.007,0.002,0.0032,0.0003,0.009,0.033,0.366,0.001,,,,,,
保力溪流域,保力溪,屏東縣,臨海橋,－,2016/4/6 上午 11:50:00,2016/4/6, 29 ,2016,4,6,1220,120.712061,22.057771,,3.5,30.3,29.6,8.4,21000,,10.3,144.7,11.7,33.8,56.1,750,0.05,6870,,,,,,,,,,,,,,,,,,,
保力溪流域,保力溪,屏東縣,臨海橋,－,2016/8/2 下午 01:30:00,2016/8/2, 29 ,2016,8,2,1220,120.712061,22.057771,,3.8,29.8,29.6,8,2280,,5.2,69.2,1.4,16.2,279,29000,0.26,712,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/6/6 下午 01:15:00,2013/6/6, 29 ,2013,6,6,1221,121.765145,24.803179,,4,28.4,29.8,7,209,,3.8,51.2,3.1,11.2,15.4,97000,1.58,,0.432,,1.04,,0.001,0.008,0.002,0.0028,0.0003,0.004,0.017,0.081,0.001,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),－,2013/9/4 上午 11:55:00,2013/9/4, 29 ,2013,9,4,1221,121.765145,24.803179,,2,30.6,26.6,7,174,,6.6,82.4,3.2,9.4,10.9,160000,0.87,,0.299,,1.04,,0.001,0.003,0.002,0.0022,0.0004,0.003,0.022,0.084,0.001,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/2/7 上午 10:25:00,2014/2/7, 29 ,2014,2,7,1221,121.765145,24.803179,,6,17.9,22,7.2,266,,0.6,6.6,4.5,26.8,8.8,230000,3.26,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2014/7/4 上午 09:45:00,2014/7/4, 29 ,2014,7,4,1221,121.765145,24.803179,,2,31.6,27.5,7.1,177,,4.8,61.7,1.2,10.2,9.8,23000,0.78,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2015/5/7 下午 12:25:00,2015/5/7, 29 ,2015,5,7,1221,121.765145,24.803179,,3.3,29.8,26.6,7.3,194,,5.6,69.3,3.9,12.7,15.4,21000,1.11,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2015/12/4 上午 11:45:00,2015/12/4, 29 ,2015,12,4,1221,121.765145,24.803179,,2.8,17.6,19.4,7.1,191,,4.7,50.9,1.1,7.9,11.8,21000,1.1,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,七結橋(取代得子口橋),丙,2016/11/4 下午 12:35:00,2016/11/4, 29 ,2016,11,4,1221,121.765145,24.803179,,2.8,23,22.5,7.1,197,,4.6,52.5,2,5.9,19,110000,1.3,,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/6/6 上午 10:55:00,2013/6/6, 29 ,2013,6,6,1222,121.812895,24.817714,,4,27.4,27.9,7.1,3460,,2.3,29.2,2.4,21.9,44.1,72000,1.05,964,0.299,,0.45,,0.001,0.005,0.002,0.0057,0.0003,0.004,0.011,0.157,0.001,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),－,2013/9/4 上午 11:10:00,2013/9/4, 29 ,2013,9,4,1222,121.812895,24.817714,,3.3,30.8,27.7,7,1820,,3.5,44.6,1.6,12.9,24.2,8000,0.55,462,0.309,,0.5,,0.001,0.003,0.002,0.0045,0.0003,0.002,0.014,0.156,0.001,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/2/7 上午 05:00:00,2014/2/7, 29 ,2014,2,7,1222,121.812895,24.817714,,3.3,17.3,20.8,7.2,9080,,3.7,43.4,1.1,10.9,46.6,25000,0.85,2570,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2014/7/4 下午 04:15:00,2014/7/4, 29 ,2014,7,4,1222,121.812895,24.817714,,2,31.4,32,7.6,2190,,9.4,130,3.6,24.3,17.1,22000,0.65,634,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2015/5/7 下午 02:15:00,2015/5/7, 29 ,2015,5,7,1222,121.812895,24.817714,,4,30.1,27,7.2,8130,,4.2,54.2,1.7,15.8,24.2,3200,2,2490,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2015/12/4 上午 06:25:00,2015/12/4, 29 ,2015,12,4,1222,121.812895,24.817714,,2.8,15.8,19,7.4,1460,,5.4,57.4,1.1,8.9,17.9,3900,1.15,192,,,,,,,,,,,,,,,,,,,
得子口溪流域,得子口溪,宜蘭縣,時潮橋(原為復興橋),丙,2016/11/4 下午 01:25:00,2016/11/4, 29 ,2016,11,4,1222,121.812895,24.817714,,3.3,23.6,21.1,7.3,492,,5.8,65.4,1.4,4.8,28.8,29000,1.05,86.3,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/6/6 上午 08:05:00,2013/6/6, 29 ,2013,6,6,1223,121.609376,24.675997,,1,24.1,21.4,7.6,58,,8.7,100.2,1,4,1.8,3100,0.01,,0.029,,0.76,,0.001,0.003,0.002,0.0003,0.0003,0.001,0.006,0.005,0.003,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2013/9/4 上午 07:35:00,2013/9/4, 29 ,2013,9,4,1223,121.609376,24.675997,,1,25.5,21.6,6.9,55,,8.8,101.7,1,4,1.1,7800,0.01,,0.04,,0.86,,0.001,0.003,0.002,0.0004,0.0003,0.001,0.007,0.005,0.001,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/2/7 上午 07:05:00,2014/2/7, 29 ,2014,2,7,1223,121.609376,24.675997,,1,15.7,17.6,7.3,62,,9.7,99.6,1,7.1,1.2,3700,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2014/7/4 下午 01:35:00,2014/7/4, 29 ,2014,7,4,1223,121.609376,24.675997,,1,32.8,24.9,7.8,65,,8.2,101.5,1,5.8,1.4,3400,0.03,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/5/7 上午 09:05:00,2015/5/7, 29 ,2015,5,7,1223,121.609376,24.675997,,1,26.4,21.2,7.8,62,,8.7,99.2,1,6.2,1.4,3500,0.02,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2015/12/4 上午 08:25:00,2015/12/4, 29 ,2015,12,4,1223,121.609376,24.675997,,1,16,17.5,7.1,56,,9.5,99.6,1,4.4,1,1000,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,崙埤橋(原為崙碑),甲,2016/11/4 上午 09:05:00,2016/11/4, 29 ,2016,11,4,1223,121.609376,24.675997,,1,19.4,19.6,7.3,76,,9.2,101.7,1,4,2.5,1800,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2013/6/6 上午 08:55:00,2013/6/6, 29 ,2013,6,6,1224,121.682254,24.705182,,3.3,26.1,26,8.2,515,,7.7,94.4,1,8,218,96000,0.02,,0.162,,0.5,,0.001,0.003,0.002,0.0034,0.0003,0.007,0.023,0.185,0.002,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2013/9/4 上午 08:25:00,2013/9/4, 29 ,2013,9,4,1224,121.682254,24.705182,,3.3,28.3,24.3,8.2,450,,8.4,100.5,1,4,1230,6500,0.03,,0.507,,0.53,,0.001,0.014,0.002,0.0068,0.0003,0.015,0.045,0.491,0.001,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/2/7 上午 07:55:00,2014/2/7, 29 ,2014,2,7,1224,121.682254,24.705182,,1,16.2,20.8,8.2,500,,8.3,93.6,1,8.1,8.8,6900,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2014/7/4 下午 02:25:00,2014/7/4, 29 ,2014,7,4,1224,121.682254,24.705182,,3.3,32.3,32,8.3,418,,7.3,100.5,1,16.1,497,5900,0.05,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/5/7 上午 09:45:00,2015/5/7, 29 ,2015,5,7,1224,121.682254,24.705182,,1.5,27.6,26.4,8.3,501,,9.7,120.3,1,6.4,40.9,430,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2015/12/4 上午 09:05:00,2015/12/4, 29 ,2015,12,4,1224,121.682254,24.705182,,2.3,15.7,17.8,8.1,480,,9,93.3,1,4,53.3,2000,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,葫蘆堵大橋(原為上深溝),甲,2016/11/4 上午 09:55:00,2016/11/4, 29 ,2016,11,4,1224,121.682254,24.705182,,3.3,20.8,20,8.1,325,,8.9,98.5,1,4,909,4600,0.02,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2013/6/6 上午 09:45:00,2013/6/6, 29 ,2013,6,6,1225,121.772288,24.713582,,3.3,26.7,25.5,8.1,525,,7.8,94.6,1,5.5,152,34000,0.03,,0.116,,0.48,,0.001,0.017,0.002,0.0031,0.0003,0.007,0.029,0.356,0.001,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2013/9/4 上午 09:15:00,2013/9/4, 29 ,2013,9,4,1225,121.772288,24.713582,,3.3,29.1,24.9,8.2,453,,8.2,98.6,1,4,1230,13000,0.02,,0.669,,0.53,,0.001,0.016,0.002,0.0075,0.0003,0.018,0.069,0.49,0.001,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/2/7 上午 08:45:00,2014/2/7, 29 ,2014,2,7,1225,121.772288,24.713582,,1.5,16.1,20.9,8,485,,7.9,89.2,1,5.1,25.2,14000,0.09,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2014/7/4 下午 03:15:00,2014/7/4, 29 ,2014,7,4,1225,121.772288,24.713582,,3.3,33.6,31.7,8.2,468,,7.1,98,1,16.9,430,31000,0.06,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2015/5/7 上午 10:35:00,2015/5/7, 29 ,2015,5,7,1225,121.772288,24.713582,,1.5,28.3,26.1,8,514,,8.1,100.1,1,5.8,43.7,2600,0.03,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2015/12/4 上午 09:55:00,2015/12/4, 29 ,2015,12,4,1225,121.772288,24.713582,,1.5,16.4,18.3,8,489,,8.7,91.8,1,4,22.1,5600,0.01,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,蘭陽大橋,乙,2016/11/4 上午 10:45:00,2016/11/4, 29 ,2016,11,4,1225,121.772288,24.713582,,3.3,21,20.3,8,336,,8.9,98.3,1,4,1090,12000,0.03,,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2013/6/6 上午 11:20:00,2013/6/6, 29 ,2013,6,6,1226,121.820231,24.719237,,3.3,31.8,29.7,7.9,502,,8.5,110.6,1,5.5,366,9100,0.03,3.4,0.172,,0.5,,0.001,0.009,0.002,0.0076,0.0003,0.01,0.035,0.238,0.001,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2013/9/4 上午 10:55:00,2013/9/4, 29 ,2013,9,4,1226,121.820231,24.719237,,3.3,29.7,26.5,8.2,483,,8,99.7,1.4,4,816,12000,0.07,3.3,0.385,,0.54,,0.001,0.012,0.002,0.0069,0.0003,0.013,0.062,0.416,0.001,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/2/7 上午 04:20:00,2014/2/7, 29 ,2014,2,7,1226,121.820231,24.719237,,1.5,18,20.8,8.1,499,,8,89.7,1,8.6,45,22000,0.14,4.5,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2014/7/4 下午 03:40:00,2014/7/4, 29 ,2014,7,4,1226,121.820231,24.719237,,3.3,34.9,30.7,8.3,461,,7.5,101,1,17.1,624,29000,0.04,4.4,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2015/5/7 下午 02:25:00,2015/5/7, 29 ,2015,5,7,1226,121.820231,24.719237,,3.3,30.3,28.8,8.2,542,,7.7,100.6,1,19.2,101,3400,0.06,6.9,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2015/12/4 上午 06:35:00,2015/12/4, 29 ,2015,12,4,1226,121.820231,24.719237,,3.3,17.5,18.3,8.1,481,,8.9,93.4,1,4.4,105,6900,0.05,3.7,,,,,,,,,,,,,,,,,,,
蘭陽溪流域,蘭陽溪,宜蘭縣,噶瑪蘭橋(原為興蘭大橋),丙,2016/11/4 下午 01:55:00,2016/11/4, 29 ,2016,11,4,1226,121.820231,24.719237,,3.3,20.9,21.4,8.1,343,,8.7,98.3,1,4,870,17000,0.07,3.3,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2013/6/6 上午 08:55:00,2013/6/6, 29 ,2013,6,6,1228,121.78689,24.639163,,2.8,25.6,23.8,7.2,230,,4.6,54.1,1.4,6,19.2,5000,1.06,,0.392,,0.95,,0.001,0.004,0.002,0.0017,0.0003,0.002,0.006,0.081,0.001,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2013/9/4 上午 08:25:00,2013/9/4, 29 ,2013,9,4,1228,121.78689,24.639163,,3.3,29.3,26.3,7.1,238,,4.4,54.6,1.9,6.9,39,4700,0.89,,0.315,,0.97,,0.001,0.003,0.002,0.0028,0.0003,0.002,0.01,0.13,0.001,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/2/7 上午 07:35:00,2014/2/7, 29 ,2014,2,7,1228,121.78689,24.639163,,2,19,21.2,7.4,230,,6,68.3,1,7.6,9.5,6500,0.69,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2014/7/4 下午 01:15:00,2014/7/4, 29 ,2014,7,4,1228,121.78689,24.639163,,1.5,36.3,28.7,7.5,242,,6.4,83.1,2.1,11.8,11.3,1100,0.37,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2015/5/7 上午 10:35:00,2015/5/7, 29 ,2015,5,7,1228,121.78689,24.639163,,3.5,29.3,24.9,7.3,259,,4,48.9,1.6,9,7.1,3800,1.18,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2015/12/4 上午 09:15:00,2015/12/4, 29 ,2015,12,4,1228,121.78689,24.639163,,1,16.8,19.8,7.2,218,,7.4,79.9,1,5.4,4.3,4300,0.25,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,冬山河橋,－,2016/11/4 上午 10:15:00,2016/11/4, 29 ,2016,11,4,1228,121.78689,24.639163,,1,21.5,21.9,7.2,187,,7.8,88.1,1,4,14.4,3900,0.18,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2013/6/6 上午 09:45:00,2013/6/6, 29 ,2013,6,6,1230,121.814117,24.669898,,1.5,28.1,27.1,7.1,185,,7.8,99.1,2.1,10.5,18.7,6100,0.75,,0.245,,0.97,,0.001,0.003,0.002,0.0076,0.0003,0.002,0.005,0.097,0.001,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2013/9/4 上午 09:15:00,2013/9/4, 29 ,2013,9,4,1230,121.814117,24.669898,,2.8,30.2,27.5,7.3,278,,3.4,42.8,1.8,10.4,16.5,1600,0.99,,0.174,,0.7,,0.001,0.003,0.002,0.0094,0.0003,0.003,0.022,0.257,0.001,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/2/7 上午 08:25:00,2014/2/7, 29 ,2014,2,7,1230,121.814117,24.669898,,2.8,19.4,20.5,7.4,249,,5.7,63.3,1.4,12.2,12.3,21000,1.41,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2014/7/4 下午 02:05:00,2014/7/4, 29 ,2014,7,4,1230,121.814117,24.669898,,2.3,36.6,32.6,9,286,,14.2,198.7,7,23.5,12.2,11000,0.3,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2015/5/7 上午 11:25:00,2015/5/7, 29 ,2015,5,7,1230,121.814117,24.669898,,2.8,29.6,25.9,7.6,322,,5,61.8,2.9,17.6,11.7,4800,1.23,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2015/12/4 上午 10:05:00,2015/12/4, 29 ,2015,12,4,1230,121.814117,24.669898,,2.5,17,19.3,7.2,272,,5.6,59.6,1,5.9,22.2,5400,0.51,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,利澤簡橋,－,2016/11/4 上午 11:05:00,2016/11/4, 29 ,2016,11,4,1230,121.814117,24.669898,,1,21.9,21.5,7.3,210,,7.1,80.5,1,4,14.8,12000,0.32,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,加禮遠橋,－,2013/6/6 上午 10:40:00,2013/6/6, 29 ,2013,6,6,1231,,,,3.3,33,27.6,7,242,,3.3,41.8,1.8,10,34,24000,0.83,25.7,0.219,,0.78,,0.001,0.009,0.002,0.0079,0.0003,0.004,0.014,0.118,0.001,,,,,,
冬山河流域,冬山河,宜蘭縣,加禮遠橋,－,2013/9/4 上午 11:35:00,2013/9/4, 29 ,2013,9,4,1231,,,,2.5,30.2,27.9,7.3,658,,5.2,66.7,2.4,13.4,26,4100,0.68,130,0.174,,0.44,,0.001,0.005,0.002,0.009,0.0003,0.003,0.02,0.231,0.001,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2013/6/6 上午 12:00:00,2013/6/6, 29 ,2013,6,6,1232,121.832972,24.692006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2013/9/4 上午 12:00:00,2013/9/4, 29 ,2013,9,4,1232,121.832972,24.692006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/2/7 上午 04:55:00,2014/2/7, 29 ,2014,2,7,1232,121.832972,24.692006,,2.8,18.4,19,7.4,803,,5.9,63.8,1.4,12.7,15.2,7200,1.39,169,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2014/7/4 下午 04:20:00,2014/7/4, 29 ,2014,7,4,1232,121.832972,24.692006,,2.8,34,32,9.1,987,,15,207,5.6,22.5,22.3,180,0.11,216,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2015/5/7 下午 01:45:00,2015/5/7, 29 ,2015,5,7,1232,121.832972,24.692006,,2,30.1,26.8,7.8,3670,,10,125.6,3.6,12.4,18,2200,0.95,1010,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2015/12/4 上午 05:55:00,2015/12/4, 29 ,2015,12,4,1232,121.832972,24.692006,,2,16.2,19.8,7.5,405,,6.1,66.4,1.1,5.4,17.5,2700,0.64,42.3,,,,,,,,,,,,,,,,,,,
冬山河流域,冬山河,宜蘭縣,清水大閘,－,2016/11/4 下午 01:25:00,2016/11/4, 29 ,2016,11,4,1232,121.832972,24.692006,,1.5,21.7,21.5,7.4,310,,6.6,74.6,1.6,5.6,22.5,7000,0.48,33.7,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2013/6/6 上午 08:05:00,2013/6/6, 29 ,2013,6,6,1233,121.812342,24.615288,,1,25.6,24.1,8.1,191,,9,107.9,1,4,4.4,54000,0.01,,0.039,,0.24,,0.001,0.003,0.002,0.0026,0.0003,0.001,0.002,0.005,0.001,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2013/9/4 上午 07:35:00,2013/9/4, 29 ,2013,9,4,1233,121.812342,24.615288,,1,28.5,24.5,8,208,,8.2,97.9,1,4,5.6,1300,0.01,,0.044,,0.46,,0.001,0.003,0.002,0.0025,0.0003,0.002,0.009,0.006,0.001,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/2/7 上午 06:45:00,2014/2/7, 29 ,2014,2,7,1233,121.812342,24.615288,,1,18.7,18,8.1,176,,9.3,99.3,1,4.6,3.1,260,0.01,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2014/7/4 上午 11:35:00,2014/7/4, 29 ,2014,7,4,1233,121.812342,24.615288,,1,35.4,30,8.7,200,,8.4,111.9,1,8.4,3.2,130,0.03,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2015/5/7 上午 09:45:00,2015/5/7, 29 ,2015,5,7,1233,121.812342,24.615288,,1,29.2,23.8,8.4,199,,9.1,108.2,1,6.4,3.2,330,0.02,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2015/12/4 上午 08:25:00,2015/12/4, 29 ,2015,12,4,1233,121.812342,24.615288,,1,17.5,18,7.6,161,,9.7,100.9,1,4,1,510,0.01,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,新城橋,乙,2016/11/4 上午 09:35:00,2016/11/4, 29 ,2016,11,4,1233,121.812342,24.615288,,1.5,21.2,20.4,7.8,131,,9.3,102.5,1,4.2,21,280,0.01,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2013/6/6 下午 12:55:00,2013/6/6, 29 ,2013,6,6,1234,121.83156,24.632364,,1,31.1,30.4,8.9,187,,9.4,126,1,4,6.5,210,0.01,,0.033,,0.13,,0.001,0.007,0.002,0.0026,0.0003,0.001,0.01,0.008,0.001,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2013/9/4 上午 10:05:00,2013/9/4, 29 ,2013,9,4,1234,121.83156,24.632364,,1,29.3,28.3,8,217,,7.3,93,1,4,1,430,0.01,,0.056,,0.55,,0.001,0.003,0.002,0.0027,0.0003,0.001,0.003,0.007,0.001,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2014/2/7 上午 09:15:00,2014/2/7, 29 ,2014,2,7,1234,121.83156,24.632364,,1,19.7,18.2,8.2,177,,9.4,100.1,1,6.6,2.9,450,0.01,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2014/7/4 下午 02:30:00,2014/7/4, 29 ,2014,7,4,1234,121.83156,24.632364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無水可採
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2015/5/7 上午 11:48:00,2015/5/7, 29 ,2015,5,7,1234,121.83156,24.632364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2015/12/4 上午 10:55:00,2015/12/4, 29 ,2015,12,4,1234,121.83156,24.632364,,1,17.9,18,8.3,161,,10.1,104.8,1,4,1,75,0.01,,,,,,,,,,,,,,,,,,,,
新城溪流域,新城溪,宜蘭縣,龍德大橋,丙,2016/11/4 上午 11:55:00,2016/11/4, 29 ,2016,11,4,1234,121.83156,24.632364,,1.5,21.6,20.6,7.9,133,,9.1,101.2,1,4,47.4,950,0.01,,,,,,,,,,,,,,,,,,,,
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,－,2013/9/3 下午 02:00:00,2013/9/3, 29 ,2013,9,3,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,－,2013/10/2 下午 12:24:00,2013/10/2, 29 ,2013,10,2,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無水可採
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,甲,2014/2/6 下午 02:20:00,2014/2/6, 29 ,2014,2,6,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無水可採
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,甲,2014/7/3 下午 02:00:00,2014/7/3, 29 ,2014,7,3,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無水可採
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,甲,2015/5/6 下午 02:02:00,2015/5/6, 29 ,2015,5,6,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,甲,2015/12/3 下午 02:16:00,2015/12/3, 29 ,2015,12,3,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無水可採
蘇澳溪流域,蘇澳溪,宜蘭縣,永樂里,甲,2016/10/6 上午 10:35:00,2016/10/6, 29 ,2016,10,6,1235,121.844559,24.573717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無水可採
